id,target
1598,0
1606,0
1612,0
1616,0
1620,1
1624,1
1629,1
1630,0
1635,1
1640,0
1641,0
1642,1
1651,0
1655,0
1656,0
1659,0
1664,0
1667,0
1668,1
1674,1
1678,0
1680,1
1681,1
1682,1
1685,0
1695,1
1696,0
1697,0
1704,0
1708,1
1711,0
1713,1
1714,0
1717,1
1729,1
1730,1
1732,1
1734,0
1736,1
1738,1
1742,0
1743,0
1746,1
1748,0
1749,1
1751,1
1758,0
1764,0
1765,0
1777,0
1778,0
1781,0
1782,1
1783,0
1785,0
1788,1
1793,0
1794,0
1795,0
1797,1
1800,0
1801,0
1805,0
1806,1
1819,0
1820,0
1825,0
1828,0
1829,0
1830,0
1839,1
1843,0
1844,0
1846,0
1849,0
1850,0
1854,1
1855,1
1858,0
1859,1
1862,0
1867,1
1868,0
1871,0
1872,0
1874,1
1876,0
1879,0
1884,0
1891,0
1894,1
1896,0
1902,1
1903,0
1904,1
1906,0
1907,0
1912,0
1913,0
1923,1
1926,0
1928,0
1930,0
1931,1
1934,1
1936,0
1944,0
1946,1
1947,0
1958,0
1964,0
1970,1
1974,0
1977,1
1978,1
1982,1
1984,1
1988,1
1993,0
1997,1
1998,1
2002,1
2004,0
2005,1
2008,1
2011,0
2013,0
2018,1
2021,0
2025,0
2029,1
2030,0
2032,0
2037,1
2041,0
2044,1
2048,1
2052,0
2053,1
2054,0
2062,0
2065,0
2066,0
2072,1
2079,0
2080,1
2085,0
2088,0
2090,1
2092,0
2093,0
2101,1
2104,0
2105,1
2106,1
2107,0
2120,1
2124,0
2127,1
2130,1
2132,0
2135,0
2137,0
2140,0
2143,0
2147,1
2151,0
2152,0
2155,0
2156,0
2162,1
2165,0
2166,1
2167,0
2168,1
2170,0
2178,0
2180,0
2182,1
2184,1
2185,0
2187,1
2196,0
2197,1
2199,1
2200,1
2201,0
2202,1
2206,1
2208,1
2218,0
2223,0
2224,0
2226,0
2228,0
2232,0
2234,0
2243,1
2247,0
2249,0
2252,0
2253,0
2259,1
2261,1
2264,0
2268,0
2269,0
2270,0
2276,0
2283,1
2287,1
2290,0
2291,0
2293,1
2295,0
2302,1
2305,0
2310,1
2313,1
2316,1
2320,0
2322,0
2323,0
2326,1
2328,1
2331,1
2335,1
2338,0
2343,1
2344,1
2345,0
2353,0
2355,1
2357,1
2360,1
2365,0
2369,1
2371,1
2378,0
2380,1
2381,1
2383,1
2384,1
2392,1
2393,1
2401,1
2403,0
2404,1
2405,1
2407,1
2411,1
2424,1
2426,1
2431,1
2433,0
2434,0
2436,0
2439,0
2444,0
2447,0
2448,1
2449,0
2450,0
2461,1
2469,0
2472,0
2473,0
2474,0
2477,0
2481,0
2484,0
2495,1
2503,0
2509,1
2511,0
2518,1
2522,1
2525,0
2526,0
2529,1
2533,1
2549,0
2551,0
2558,0
2562,0
2563,0
2567,1
2574,0
2577,0
2578,0
2580,0
2581,1
2583,0
2584,0
2586,1
2589,0
2595,0
2596,0
2600,0
2601,0
2607,1
2610,0
2613,1
2615,1
2618,0
2620,0
2623,0
2626,1
2630,0
2634,1
2636,1
2638,0
2639,1
2646,0
2650,0
2652,1
2653,0
2654,0
2662,1
2665,0
2669,0
2674,0
2678,0
2681,0
2685,1
2686,0
2690,0
2697,1
2699,1
2704,0
2705,0
2710,0
2712,1
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,0
2737,1
2738,0
2742,1
2745,0
2746,0
2747,0
2750,0
2751,0
2754,0
2762,0
2764,0
2772,1
2775,0
2776,0
2779,1
2781,0
2789,0
2790,0
2791,1
2798,0
2800,1
2804,0
2805,0
2806,0
2809,1
2810,0
2812,0
2814,1
2816,0
2818,0
2823,0
2824,1
2834,0
2837,0
2840,0
2845,1
2847,0
2848,0
2850,1
2859,0
2862,1
2868,1
2874,1
2876,0
2892,1
2894,1
2897,0
2901,0
2903,1
2904,0
2906,0
2914,1
2918,0
2919,0
2923,1
2926,1
2928,1
2930,0
2938,0
2940,0
2949,1
2951,0
2958,0
2961,1
2962,0
2964,0
2966,0
2967,1
2968,0
2972,1
2977,0
2978,0
2979,0
2981,0
2985,1
2986,0
2989,1
2994,0
2996,1
2997,1
2999,0
3002,0
3007,0
3008,0
3017,0
3020,1
3024,0
3028,0
3031,1
3032,0
3033,1
3035,0
3040,0
3041,0
3046,0
3050,1
3063,0
3065,0
3067,0
3069,1
3076,0
3078,1
3081,0
3087,1
3088,0
3094,1
3096,1
3098,1
3103,1
3110,0
3113,1
3121,1
3127,1
3128,1
3129,1
3135,1
3143,1
3146,0
3148,1
3149,1
3151,1
3156,0
3160,0
3164,1
3169,0
3178,1
3187,0
3194,0
3202,1
3203,0
3204,0
3206,0
3207,1
3208,1
3209,1
3213,1
3214,1
3215,1
3220,1
3223,0
3224,1
3226,1
3228,1
3230,1
3232,1
3233,1
3234,0
3238,1
3246,1
3247,0
3250,0
3251,1
3254,1
3257,1
3258,0
3261,0
3267,0
3268,1
3269,0
3271,1
3272,0
3273,0
3279,0
3290,0
3291,0
3293,0
3294,1
3298,0
3305,1
3306,1
3307,0
3310,0
3313,0
3314,0
3315,0
3316,0
3321,1
3325,1
3326,0
3327,0
3330,1
3331,1
3332,0
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,0
3353,1
3354,0
3358,0
3360,0
3366,1
3371,0
3374,0
3375,0
3378,0
3382,0
3384,1
3385,0
3386,0
3392,0
3399,0
3407,1
3409,1
3416,0
3420,0
3422,1
3424,1
3426,1
3427,1
3434,0
3438,1
3441,1
3442,0
3443,1
3444,1
3449,1
3453,1
3454,1
3456,1
3457,1
3458,1
3461,1
3467,1
3479,0
3488,0
3491,0
3496,1
3502,1
3507,0
3511,0
3515,0
3516,1
3538,1
3539,0
3541,1
3545,1
3546,0
3547,1
3551,0
3553,0
3556,0
3558,0
3559,1
3561,0
3562,0
3563,1
3564,1
3571,1
3574,1
3576,0
3577,1
3579,1
3580,0
3586,0
3590,1
3599,1
3600,1
3601,0
3605,0
3606,0
3612,1
3614,0
3615,1
3616,0
3620,0
3622,1
3624,0
3630,1
3644,1
3649,0
3651,0
3654,0
3665,0
3668,1
3671,0
3672,0
3673,1
3677,1
3678,0
3687,1
3688,1
3693,1
3698,0
3699,1
3701,1
3703,0
3706,1
3707,1
3709,0
3711,0
3714,0
3716,0
3720,1
3728,1
3731,1
3732,1
3733,0
3734,0
3740,0
3746,0
3749,0
3751,0
3755,0
3757,0
3762,0
3767,0
3769,1
3779,1
3781,0
3782,0
3783,1
3784,0
3790,0
3791,0
3792,0
3794,1
3799,0
3801,1
3804,0
3808,0
3809,0
3811,0
3813,1
3817,0
3818,0
3823,0
3843,0
3844,0
3846,0
3847,1
3852,0
3854,0
3856,0
3863,0
3865,0
3867,0
3871,0
3872,0
3878,0
3880,0
3881,0
3882,1
3883,0
3884,1
3885,0
3886,0
3890,1
3891,1
3898,1
3902,0
3909,0
3910,0
3912,0
3915,1
3918,0
3920,1
3925,1
3928,1
3929,0
3930,1
3931,1
3934,1
3939,0
3941,1
3942,0
3943,0
3946,0
3963,0
3965,0
3966,0
3971,1
3972,1
3974,0
3976,0
3978,0
3981,0
3985,0
3986,0
3987,0
3988,0
3991,1
3999,1
4001,1
4002,1
4004,0
4007,1
4009,1
4013,1
4015,1
4016,1
4023,1
4031,1
4035,1
4036,1
4037,1
4040,1
4048,0
4053,1
4056,1
4059,0
4066,0
4067,0
4069,0
4070,0
4071,0
4073,0
4074,0
4075,1
4082,1
4090,0
4099,0
4102,0
4106,0
4109,0
4110,1
4115,1
4118,0
4120,1
4125,1
4126,0
4130,0
4134,0
4136,1
4137,0
4144,0
4148,0
4151,1
4155,1
4162,0
4165,0
4169,1
4174,0
4179,0
4185,1
4186,0
4187,0
4188,0
4190,0
4192,0
4193,1
4194,0
4195,1
4196,1
4207,1
4208,0
4215,1
4217,1
4222,0
4223,1
4226,1
4228,0
4229,1
4231,0
4234,0
4236,1
4249,0
4254,0
4258,1
4259,1
4263,0
4267,1
4277,0
4278,0
4280,0
4283,0
4285,1
4286,1
4287,0
4290,0
4291,0
4294,0
4302,1
4308,1
4310,1
4311,1
4315,1
4316,1
4319,1
4331,1
4338,1
4339,1
4340,1
4344,1
4346,1
4347,1
4360,0
4364,0
4367,0
4369,0
4370,0
4371,0
4380,1
4386,0
4389,0
4390,0
4394,1
4399,0
4400,0
4404,0
4409,0
4414,0
4417,1
4418,0
4419,1
4420,1
4422,0
4429,1
4431,0
4433,0
4434,1
4439,1
4443,0
4446,0
4447,0
4453,0
4460,0
4461,0
4462,0
4467,0
4469,1
4473,0
4474,0
4475,0
4477,1
4481,0
4483,1
4484,0
4485,0
4495,0
4497,0
4500,1
4501,0
4502,0
4505,0
4506,0
4510,0
4512,0
4513,0
4532,0
4535,0
4536,0
4540,0
4545,0
4552,0
4554,1
4555,0
4558,1
4559,0
4560,0
4566,0
4570,0
4572,0
4574,0
4581,1
4583,1
4586,0
4591,0
4594,0
4603,0
4605,0
4612,0
4613,0
4615,1
4618,0
4621,0
4623,0
4626,1
4629,0
4633,0
4636,0
4638,1
4640,0
4643,0
4645,0
4647,0
4648,0
4651,0
4652,1
4653,0
4654,1
4660,0
4662,0
4663,0
4665,0
4668,0
4676,1
4683,0
4685,1
4686,0
4701,0
4718,0
4721,0
4727,0
4728,0
4733,1
4741,0
4743,1
4746,0
4751,0
4756,1
4761,1
4763,1
4764,1
4767,1
4772,0
4776,1
4780,1
4781,0
4792,1
4796,0
4801,1
4804,1
4805,0
4806,0
4811,1
4815,0
4816,0
4817,1
4818,1
4822,0
4824,0
4827,1
4837,0
4838,1
4839,1
4841,1
4851,1
4855,0
4861,1
4862,1
4863,1
4865,1
4871,0
4873,0
4880,0
4885,1
4886,0
4902,1
4904,0
4907,0
4916,0
4921,1
4925,0
4927,0
4928,0
4930,0
4932,0
4933,1
4937,1
4939,1
4941,0
4942,1
4947,1
4949,0
4950,1
4956,0
4960,0
4963,1
4965,0
4976,0
4977,0
4987,0
4991,1
4994,0
4999,0
5003,0
5006,1
5009,1
5011,1
5012,0
5014,1
5020,0
5021,0
5023,1
5026,0
5030,1
5031,1
5036,1
5042,1
5045,1
5048,1
5051,0
5053,0
5054,0
5057,1
5058,1
5066,0
5070,1
5077,0
5081,1
5084,1
5086,0
5090,1
5091,0
5093,1
5100,0
5108,0
5111,0
5112,0
5118,0
5121,0
5123,0
5129,0
5133,0
5143,0
5147,1
5151,0
5156,0
5158,0
5161,1
5163,1
5167,0
5173,0
5205,0
5214,1
5215,0
5216,1
5217,0
5225,0
5237,0
5239,1
5240,0
5241,0
5246,1
5250,0
5253,0
5258,0
5261,0
5268,0
5275,1
5277,0
5279,0
5288,0
5289,1
5294,1
5303,0
5307,0
5311,0
5312,0
5314,0
5318,0
5327,1
5329,1
5333,0
5334,1
5340,1
5348,0
5358,1
5360,0
5361,0
5363,1
5364,1
5369,1
5370,0
5374,1
5376,0
5388,1
5390,0
5393,0
5394,1
5395,0
5398,1
5399,1
5401,1
5402,1
5405,1
5414,0
5415,0
5419,1
5421,1
5422,0
5424,1
5427,0
5429,1
5431,0
5433,1
5434,1
5435,0
5436,1
5438,1
5440,1
5441,0
5447,0
5451,1
5453,0
5456,0
5457,0
5463,0
5464,0
5470,0
5472,0
5474,0
5478,0
5483,0
5490,0
5500,0
5504,0
5508,0
5511,0
5512,1
5513,0
5516,0
5523,0
5527,1
5530,0
5533,0
5536,1
5537,0
5542,0
5543,1
5546,0
5549,1
5550,0
5551,0
5562,0
5566,0
5568,1
5571,1
5572,1
5574,1
5583,0
5585,1
5591,0
5596,1
5597,0
5601,0
5606,0
5607,0
5610,0
5615,0
5616,1
5623,1
5630,1
5636,1
5637,0
5639,1
5640,1
5643,1
5648,0
5649,1
5660,1
5666,0
5667,1
5678,0
5679,1
5681,1
5682,0
5691,0
5696,0
5697,0
5700,1
5701,1
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,1
5731,1
5735,0
5737,0
5738,0
5742,0
5747,1
5749,0
5750,1
5755,0
5756,0
5761,0
5762,0
5767,1
5768,1
5770,0
5773,0
5774,0
5779,0
5782,0
5785,1
5786,1
5787,1
5788,1
5796,1
5802,0
5806,1
5809,1
5810,0
5811,1
5813,0
5820,1
5823,1
5830,0
5831,0
5838,0
5839,0
5844,0
5846,0
5851,1
5852,0
5857,0
5859,1
5860,0
5862,1
5865,1
5866,1
5871,0
5872,0
5877,0
5878,0
5879,1
5880,1
5895,1
5897,0
5910,1
5914,1
5915,0
5917,0
5924,1
5926,0
5931,0
5936,0
5940,0
5941,1
5945,1
5946,0
5948,0
5951,0
5967,1
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,1
5993,0
5994,0
6005,1
6006,1
6008,1
6010,1
6011,0
6014,0
6016,1
6018,1
6021,1
6025,1
6028,0
6029,0
6035,0
6040,0
6042,1
6044,0
6046,0
6052,0
6054,1
6062,1
6063,0
6067,0
6068,0
6077,0
6079,1
6080,0
6081,0
6082,0
6089,1
6095,0
6101,0
6107,1
6114,0
6117,1
6121,1
6122,1
6124,0
6129,0
6131,0
6136,1
6139,0
6142,1
6143,1
6144,1
6149,1
6155,1
6157,0
6158,0
6161,1
6168,0
6172,1
6176,1
6177,0
6179,1
6180,0
6182,0
6186,0
6189,0
6190,0
6194,0
6204,1
6205,0
6209,0
6210,0
6212,1
6214,0
6221,1
6225,0
6228,0
6229,0
6231,0
6235,0
6236,0
6237,0
6238,1
6239,0
6242,0
6249,0
6250,0
6251,0
6252,0
6260,0
6264,1
6266,0
6270,0
6275,0
6279,0
6280,0
6284,0
6285,0
6286,0
6287,1
6288,0
6289,0
6290,1
6291,0
6295,0
6298,0
6307,0
6308,0
6309,1
6313,0
6316,1
6319,1
6321,1
6324,0
6327,0
6333,1
6351,0
6352,0
6353,0
6357,0
6359,1
6360,0
6364,1
6367,1
6368,0
6377,1
6378,1
6379,0
6381,1
6390,1
6401,0
6408,1
6409,1
6411,0
6419,1
6424,0
6426,0
6428,0
6431,1
6432,1
6433,0
6435,1
6437,1
6439,0
6442,0
6444,0
6447,1
6456,1
6457,0
6460,0
6468,0
6471,1
6475,0
6476,1
6479,1
6483,0
6487,1
6488,0
6489,0
6496,0
6498,0
6502,1
6503,0
6507,0
6508,1
6509,0
6517,1
6521,0
6522,0
6524,0
6526,1
6531,1
6533,0
6538,1
6539,1
6544,1
6557,0
6558,0
6562,0
6563,0
6564,0
6574,0
6578,0
6581,0
6584,0
6587,0
6589,1
6590,1
6592,1
6595,0
6599,0
6600,1
6606,1
6609,1
6612,1
6615,1
6618,0
6620,0
6623,1
6633,1
6639,0
6640,1
6641,0
6645,1
6650,0
6651,1
6652,1
6657,1
6659,0
6666,0
6671,1
6673,0
6674,0
6677,0
6680,0
6684,0
6685,1
6691,1
6692,1
6696,0
6698,0
6704,1
6705,0
6710,0
6713,0
6715,0
6717,0
6718,1
6720,0
6728,1
6732,1
6733,1
6739,0
6740,0
6741,0
6743,0
6747,0
6750,0
6752,1
6753,1
6755,0
6761,0
6763,0
6768,0
6770,0
6771,0
6777,1
6778,0
6780,0
6782,0
6786,0
6791,0
6797,1
6798,0
6803,0
6805,1
6812,1
6816,1
6818,1
6822,1
6825,1
6826,1
6827,1
6829,1
6831,1
6836,1
6838,0
6840,0
6842,1
6846,1
6851,0
6853,0
6856,1
6859,0
6865,1
6866,0
6868,1
6869,0
6871,0
6873,1
6886,0
6887,1
6888,0
6889,0
6891,0
6894,0
6895,0
6899,0
6901,0
6902,0
6904,0
6906,0
6922,1
6923,0
6924,0
6927,0
6934,0
6938,0
6941,1
6942,1
6944,1
6947,0
6952,0
6957,0
6958,0
6964,0
6968,0
6969,0
6976,1
6982,1
6986,0
6987,0
6989,1
6991,0
6993,0
6995,0
6997,0
7000,0
7003,0
7004,1
7007,0
7011,0
7014,0
7016,0
7017,1
7020,1
7022,0
7028,0
7033,1
7034,1
7035,0
7038,0
7040,0
7041,0
7042,0
7045,1
7049,0
7055,1
7057,0
7062,0
7064,1
7066,1
7067,1
7072,0
7079,0
7082,1
7083,0
7084,1
7085,0
7087,0
7090,0
7094,1
7096,0
7099,0
7100,0
7101,0
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,0
7127,0
7133,0
7139,0
7143,0
7145,0
7151,0
7152,1
7153,0
7156,1
7162,1
7170,0
7172,0
7177,1
7181,1
7182,1
7189,0
7190,0
7200,0
7207,1
7209,0
7212,1
7216,0
7217,1
7219,0
7220,0
7222,1
7225,1
7233,1
7237,1
7238,0
7239,0
7240,0
7243,0
7245,0
7246,1
7249,1
7257,0
7258,1
7259,1
7262,1
7263,0
7269,1
7271,1
7273,0
7276,1
7279,1
7282,1
7284,1
7293,1
7298,0
7303,0
7304,0
7305,1
7308,0
7313,1
7314,0
7321,1
7322,1
7327,1
7333,0
7336,1
7339,0
7341,0
7346,1
7347,1
7349,0
7351,1
7353,0
7363,0
7364,0
7368,0
7370,0
7375,0
7376,0
7379,0
7382,1
7384,1
7385,0
7387,0
7388,0
7389,1
7394,0
7396,0
7398,0
7399,0
7401,1
7404,0
7406,1
7409,0
7411,0
7417,0
7420,1
7422,0
7423,0
7427,1
7429,0
7432,0
7435,1
7436,0
7440,0
7441,0
7445,1
7448,1
7449,0
7450,0
7454,0
7455,1
7460,1
7462,0
7464,0
7466,0
7468,0
7469,0
7471,1
7472,1
7483,0
7484,0
7485,1
7486,0
7487,0
7489,1
7492,0
7495,1
7499,0
7500,1
7506,0
7508,1
7509,0
7511,0
7516,1
7524,1
7538,0
7539,1
7541,0
7546,1
7549,1
7562,1
7564,0
7567,0
7572,1
7574,1
7575,1
7586,1
7592,0
7596,0
7597,0
7599,0
7606,0
7615,0
7618,0
7620,0
7624,0
7625,0
7629,1
7632,0
7636,0
7637,0
7646,0
7655,1
7658,0
7660,0
7664,0
7665,1
7666,1
7667,1
7673,0
7676,0
7682,1
7684,0
7690,1
7697,1
7700,1
7704,1
7705,1
7706,1
7708,1
7709,1
7710,1
7713,1
7716,0
7726,1
7729,0
7730,0
7732,1
7734,1
7740,1
7741,1
7745,1
7757,0
7762,1
7770,0
7776,0
7777,0
7778,1
7779,1
7782,0
7786,0
7791,0
7792,1
7794,0
7795,0
7796,0
7798,0
7805,0
7806,0
7808,0
7811,0
7814,0
7819,0
7820,0
7825,0
7829,1
7834,0
7836,0
7838,0
7841,0
7845,1
7846,0
7853,0
7856,0
7858,0
7859,0
7866,0
7875,0
7879,0
7884,0
7886,0
7890,1
7892,0
7896,0
7899,0
7900,0
7901,0
7904,0
7911,1
7917,1
7919,0
7920,1
7921,1
7922,1
7925,1
7927,0
7928,1
7931,1
7942,0
7946,1
7947,1
7948,1
7951,0
7956,1
7961,0
7964,0
7966,0
7967,0
7974,1
7975,0
7979,1
7985,1
7986,1
7993,0
7995,0
7997,1
7998,1
8004,1
8007,1
8011,1
8014,0
8022,0
8027,1
8033,1
8041,0
8042,0
8046,1
8048,0
8050,0
8051,0
8052,0
8053,1
8054,0
8059,1
8063,0
8072,0
8075,0
8076,1
8077,1
8078,0
8080,0
8082,0
8086,1
8090,1
8092,0
8093,0
8099,0
8104,0
8107,0
8108,1
8114,1
8115,0
8117,1
8123,1
8124,0
8127,1
8132,0
8134,0
8139,0
8145,1
8148,1
8151,1
8152,1
8153,1
8157,1
8160,0
8166,1
8167,1
8173,1
8174,1
8178,1
8179,1
8185,1
8186,1
8192,0
8193,0
8194,1
8197,0
8198,1
8199,0
8200,1
8206,1
8207,1
8220,0
8222,1
8227,0
8228,1
8229,1
8230,1
8233,1
8248,0
8249,0
8255,0
8260,0
8263,1
8265,1
8268,0
8269,0
8272,1
8273,1
8275,0
8277,0
8281,1
8282,0
8290,0
8293,1
8299,0
8302,0
8303,0
8305,0
8306,1
8307,0
8308,0
8313,0
8316,0
8319,0
8322,0
8323,0
8325,0
8326,0
8327,1
8328,0
8331,0
8333,1
8336,0
8338,0
8340,0
8342,1
8343,1
8353,1
8354,1
8357,1
8358,1
8359,1
8373,1
8376,1
8379,1
8380,1
8381,0
8384,1
8395,1
8398,1
8403,0
8407,1
8413,1
8417,1
8420,1
8421,0
8424,1
8426,1
8427,1
8438,1
8439,1
8442,0
8449,1
8456,1
8460,1
8462,1
8465,0
8466,1
8467,0
8469,1
8470,0
8474,1
8479,0
8481,1
8482,0
8485,0
8488,1
8492,1
8493,1
8495,1
8499,1
8501,0
8519,1
8521,1
8525,1
8527,0
8529,0
8532,1
8534,1
8535,1
8537,1
8544,0
8548,1
8549,1
8552,1
8554,1
8563,0
8564,1
8565,1
8566,0
8568,1
8569,1
8573,1
8583,1
8588,1
8590,0
8592,1
8593,0
8594,1
8597,1
8600,0
8601,0
8602,1
8603,0
8604,0
8605,0
8611,1
8614,0
8616,0
8617,0
8619,0
8626,0
8629,0
8630,0
8632,1
8634,0
8641,0
8645,0
8649,1
8652,0
8666,0
8671,0
8672,1
8675,0
8678,1
8679,0
8682,0
8687,1
8701,0
8703,0
8707,0
8713,0
8716,0
8719,0
8725,0
8730,0
8731,0
8748,0
8749,1
8756,0
8764,0
8765,0
8769,0
8771,0
8772,0
8773,0
8779,1
8792,0
8794,1
8796,1
8798,0
8803,0
8807,1
8809,1
8811,0
8813,0
8814,0
8818,0
8819,0
8820,0
8821,0
8822,0
8824,0
8826,0
8827,1
8828,1
8833,1
8834,0
8845,0
8847,0
8849,0
8861,0
8867,0
8868,0
8870,1
8873,0
8874,0
8876,0
8877,0
8879,0
8882,0
8884,0
8889,0
8891,0
8894,0
8895,1
8897,0
8898,1
8901,0
8904,1
8909,0
8910,1
8911,1
8915,0
8917,1
8918,0
8919,1
8922,0
8925,1
8928,1
8929,0
8930,0
8932,1
8937,1
8940,0
8943,1
8950,1
8951,1
8954,1
8958,1
8960,1
8964,1
8975,0
8977,1
8981,1
8982,1
8984,1
8988,1
8990,1
8991,0
8995,0
8997,0
9003,0
9004,0
9010,0
9011,0
9013,0
9014,1
9015,0
9017,0
9019,1
9021,0
9024,0
9032,1
9035,1
9036,0
9037,0
9043,1
9046,1
9048,1
9049,1
9050,1
9056,0
9063,0
9065,1
9066,1
9068,0
9069,1
9070,0
9073,1
9076,1
9091,0
9092,1
9104,0
9105,1
9108,1
9111,0
9115,0
9117,0
9122,0
9125,0
9127,1
9129,0
9133,0
9136,0
9138,0
9140,0
9147,1
9150,1
9152,1
9153,1
9155,1
9158,1
9160,1
9163,1
9165,1
9167,1
9168,0
9170,1
9176,1
9178,1
9184,1
9186,1
9188,1
9189,1
9190,1
9196,1
9198,1
9199,0
9200,0
9201,1
9202,0
9204,0
9205,0
9213,1
9214,0
9224,0
9227,1
9228,1
9229,1
9234,0
9236,1
9241,1
9243,0
9245,1
9256,0
9258,1
9261,1
9274,0
9279,0
9282,0
9284,1
9285,0
9291,0
9295,1
9299,1
9302,1
9304,1
9305,1
9306,1
9310,1
9312,1
9316,1
9318,1
9323,1
9326,1
9327,1
9328,1
9331,1
9335,1
9336,1
9340,1
9349,1
9352,1
9353,1
9354,1
9356,1
9357,1
9358,0
9359,1
9364,1
9366,1
9369,0
9370,1
9379,1
9381,1
9383,1
9389,1
9390,0
9392,0
9394,0
9398,1
9399,0
9400,0
9407,0
9409,0
9412,0
9413,0
9415,0
9419,1
9423,1
9424,1
9426,1
9427,1
9428,0
9429,1
9433,1
9437,1
9440,0
9442,1
9443,0
9444,0
9447,1
9459,1
9461,1
9462,0
9464,1
9473,0
9475,1
9476,1
