id,target
2331,0
2335,1
2338,1
2343,0
2344,0
2345,0
2353,0
2355,0
2357,1
2360,0
2365,1
2369,1
2371,0
2378,0
2380,0
2381,0
2383,0
2384,1
2392,0
2393,0
2401,0
2403,0
2404,1
2405,1
2407,0
2411,0
2424,0
2426,1
2431,1
2433,0
2434,1
2436,0
2439,0
2444,1
2447,0
2448,0
2449,1
2450,1
2461,1
2469,0
2472,1
2473,0
2474,0
2477,1
2481,0
2484,1
2495,1
2503,0
2509,1
2511,1
2518,1
2522,0
2525,1
2526,0
2529,1
2533,1
2549,0
2551,0
2558,0
2562,1
2563,0
2567,1
2574,1
2577,0
2578,0
2580,0
2581,0
2583,1
2584,1
2586,0
2589,1
2595,1
2596,1
2600,0
2601,1
2607,0
2610,0
2613,0
2615,1
2618,0
2620,0
2623,1
2626,1
2630,0
2634,1
2636,1
2638,0
2639,0
2646,0
2650,0
2652,0
2653,1
2654,0
2662,0
2665,1
2669,0
2674,0
2678,0
2681,0
2685,1
2686,0
2690,1
2697,0
2699,1
2704,0
2705,0
2710,1
2712,0
2713,0
2716,0
2717,0
2718,0
2721,0
2722,0
2735,1
2737,0
2738,0
2742,1
2745,0
2746,0
2747,0
2750,0
2751,0
2754,0
2762,1
2764,1
2772,0
2775,0
2776,0
2779,1
2781,1
2789,0
2790,0
2791,0
2798,1
2800,0
2804,0
2805,0
2806,0
2809,1
2810,0
2812,0
2814,1
2816,0
2818,0
2823,0
2824,0
2834,0
2837,0
2840,0
2845,1
2847,0
2848,0
2850,0
2859,0
2862,1
2868,1
2874,1
2876,1
2892,0
2894,0
2897,0
2901,0
2903,1
2904,1
2906,1
2914,1
2918,1
2919,1
2923,1
2926,0
2928,1
2930,0
2938,1
2940,1
2949,0
2951,1
2958,0
2961,1
2962,1
2964,1
2966,0
2967,1
2968,1
2972,1
2977,1
2978,1
2979,1
2981,1
2985,0
2986,1
2989,1
2994,1
2996,1
2997,1
2999,1
3002,1
3007,1
3008,1
3017,0
3020,1
3024,0
3028,1
3031,1
3032,0
3033,1
3035,0
3040,0
3041,0
3046,1
3050,1
3063,0
3065,1
3067,0
3069,0
3076,0
3078,0
3081,1
3087,0
3088,0
3094,0
3096,1
3098,0
3103,0
3110,1
3113,1
3121,1
3127,1
3128,0
3129,1
3135,1
3143,1
3146,0
3148,1
3149,1
3151,1
3156,0
3160,1
3164,0
3169,0
3178,0
3187,0
3194,0
3202,0
3203,1
3204,1
3206,0
3207,1
3208,1
3209,1
3213,1
3214,0
3215,1
3220,1
3223,1
3224,1
3226,1
3228,1
3230,1
3232,1
3233,1
3234,1
3238,1
3246,1
3247,0
3250,1
3251,1
3254,0
3257,1
3258,0
3261,0
3267,0
3268,0
3269,1
3271,0
3272,0
3273,1
3279,1
3290,1
3291,0
3293,1
3294,0
3298,1
3305,1
3306,1
3307,0
3310,1
3313,1
3314,1
3315,1
3316,1
3321,1
3325,1
3326,1
3327,0
3330,1
3331,1
3332,1
3333,1
3343,1
3344,1
3348,1
3349,1
3350,1
3352,1
3353,1
3354,1
3358,1
3360,1
3366,1
3371,1
3374,1
3375,1
3378,1
3382,1
3384,1
3385,0
3386,1
3392,1
3399,1
3407,0
3409,0
3416,0
3420,1
3422,1
3424,0
3426,0
3427,0
3434,0
3438,0
3441,1
3442,0
3443,1
3444,1
3449,0
3453,1
3454,1
3456,0
3457,0
3458,0
3461,0
3467,1
3479,1
3488,0
3491,1
3496,0
3502,0
3507,1
3511,1
3515,0
3516,0
3538,0
3539,0
3541,0
3545,1
3546,0
3547,1
3551,0
3553,0
3556,0
3558,0
3559,1
3561,0
3562,0
3563,0
3564,0
3571,1
3574,1
3576,0
3577,0
3579,0
3580,0
3586,0
3590,0
3599,0
3600,0
3601,0
3605,0
3606,0
3612,0
3614,0
3615,0
3616,0
3620,0
3622,1
3624,0
3630,1
3644,0
3649,0
3651,0
3654,1
3665,0
3668,1
3671,0
3672,0
3673,1
3677,0
3678,0
3687,1
3688,0
3693,1
3698,0
3699,1
3701,1
3703,1
3706,0
3707,1
3709,1
3711,0
3714,0
3716,1
3720,1
3728,1
3731,0
3732,1
3733,1
3734,0
3740,0
3746,0
3749,1
3751,1
3755,0
3757,0
3762,1
3767,0
3769,0
3779,0
3781,0
3782,1
3783,1
3784,1
3790,1
3791,1
3792,0
3794,0
3799,0
3801,1
3804,0
3808,1
3809,1
3811,1
3813,0
3817,1
3818,1
3823,0
3843,0
3844,1
3846,1
3847,1
3852,0
3854,1
3856,0
3863,0
3865,1
3867,0
3871,1
3872,1
3878,1
3880,0
3881,0
3882,1
3883,1
3884,1
3885,0
3886,0
3890,1
3891,1
3898,0
3902,1
3909,0
3910,1
3912,1
3915,0
3918,0
3920,0
3925,1
3928,1
3929,0
3930,0
3931,1
3934,0
3939,1
3941,0
3942,1
3943,0
3946,1
3963,1
3965,0
3966,0
3971,1
3972,1
3974,1
3976,1
3978,0
3981,0
3985,0
3986,0
3987,0
3988,0
3991,1
3999,1
4001,1
4002,1
4004,0
4007,0
4009,0
4013,0
4015,0
4016,1
4023,0
4031,0
4035,0
4036,0
4037,0
4040,1
4048,0
4053,1
4056,1
4059,1
4066,1
4067,1
4069,1
4070,1
4071,0
4073,1
4074,0
4075,1
4082,1
4090,0
4099,0
4102,0
4106,0
4109,1
4110,1
4115,1
4118,0
4120,1
4125,1
4126,0
4130,0
4134,0
4136,1
4137,0
4144,0
4148,0
4151,0
4155,0
4162,1
4165,1
4169,1
4174,1
4179,0
4185,0
4186,1
4187,0
4188,0
4190,0
4192,0
4193,0
4194,0
4195,1
4196,1
4207,1
4208,1
4215,1
4217,1
4222,1
4223,1
4226,1
4228,1
4229,1
4231,1
4234,1
4236,1
4249,0
4254,0
4258,0
4259,0
4263,0
4267,0
4277,1
4278,0
4280,0
4283,0
4285,0
4286,0
4287,0
4290,0
4291,0
4294,0
4302,0
4308,0
4310,1
4311,0
4315,1
4316,0
4319,1
4331,1
4338,0
4339,0
4340,0
4344,1
4346,0
4347,1
4360,0
4364,0
4367,0
4369,1
4370,1
4371,1
4380,1
4386,0
4389,0
4390,0
4394,0
4399,0
4400,0
4404,0
4409,0
4414,0
4417,0
4418,0
4419,1
4420,1
4422,1
4429,1
4431,1
4433,0
4434,0
4439,1
4443,1
4446,1
4447,0
4453,1
4460,0
4461,1
4462,1
4467,0
4469,1
4473,0
4474,0
4475,1
4477,0
4481,1
4483,0
4484,0
4485,1
4495,0
4497,0
4500,0
4501,0
4502,1
4505,0
4506,0
4510,1
4512,1
4513,1
4532,0
4535,1
4536,0
4540,1
4545,0
4552,0
4554,0
4555,1
4558,1
4559,1
4560,0
4566,0
4570,0
4572,1
4574,0
4581,1
4583,1
4586,1
4591,0
4594,0
4603,1
4605,1
4612,0
4613,1
4615,0
4618,0
4621,1
4623,0
4626,1
4629,1
4633,1
4636,1
4638,0
4640,1
4643,1
4645,1
4647,1
4648,0
4651,1
4652,0
4653,0
4654,0
4660,1
4662,1
4663,0
4665,1
4668,1
4676,0
4683,0
4685,0
4686,0
4701,0
4718,1
4721,0
4727,0
4728,1
4733,0
4741,0
4743,1
4746,0
4751,0
4756,1
4761,1
4763,1
4764,1
4767,1
4772,0
4776,1
4780,1
4781,1
4792,1
4796,1
4801,1
4804,0
4805,0
4806,1
4811,0
4815,1
4816,1
4817,0
4818,1
4822,0
4824,1
4827,0
4837,0
4838,1
4839,0
4841,1
4851,1
4855,1
4861,0
4862,1
4863,1
4865,1
4871,1
4873,1
4880,1
4885,1
4886,1
4902,1
4904,1
4907,1
4916,1
4921,1
4925,0
4927,0
4928,1
4930,0
4932,1
4933,0
4937,0
4939,1
4941,1
4942,1
4947,0
4949,0
4950,1
4956,1
4960,1
4963,0
4965,1
4976,1
4977,1
4987,1
4991,1
4994,0
4999,0
5003,1
5006,0
5009,0
5011,1
5012,0
5014,1
5020,1
5021,1
5023,0
5026,0
5030,0
5031,1
5036,1
5042,0
5045,1
5048,1
5051,1
5053,1
5054,0
5057,0
5058,0
5066,1
5070,1
5077,0
5081,1
5084,1
5086,0
5090,0
5091,0
5093,0
5100,0
5108,1
5111,0
5112,0
5118,0
5121,1
5123,1
5129,0
5133,0
5143,0
5147,1
5151,0
5156,0
5158,1
5161,1
5163,0
5167,0
5173,0
5205,0
5214,0
5215,0
5216,1
5217,0
5225,0
5237,0
5239,1
5240,1
5241,0
5246,1
5250,1
5253,0
5258,0
5261,0
5268,0
5275,1
5277,1
5279,1
5288,0
5289,0
5294,0
5303,1
5307,1
5311,0
5312,0
5314,0
5318,0
5327,1
5329,0
5333,1
5334,0
5340,0
5348,0
5358,1
5360,0
5361,1
5363,0
5364,1
5369,0
5370,0
5374,0
5376,1
5388,0
5390,0
5393,1
5394,0
5395,0
5398,0
5399,1
5401,1
5402,0
5405,1
5414,1
5415,0
5419,0
5421,1
5422,1
5424,0
5427,1
5429,1
5431,1
5433,0
5434,1
5435,1
5436,0
5438,1
5440,0
5441,1
5447,0
5451,1
5453,1
5456,0
5457,1
5463,0
5464,1
5470,1
5472,1
5474,1
5478,1
5483,0
5490,1
5500,1
5504,1
5508,0
5511,0
5512,0
5513,0
5516,0
5523,1
5527,0
5530,0
5533,1
5536,1
5537,1
5542,0
5543,0
5546,0
5549,0
5550,1
5551,0
5562,1
5566,0
5568,1
5571,1
5572,1
5574,1
5583,1
5585,1
5591,0
5596,1
5597,1
5601,1
5606,1
5607,1
5610,1
5615,1
5616,0
5623,0
5630,1
5636,0
5637,1
5639,0
5640,0
5643,1
5648,1
5649,1
5660,0
5666,0
5667,1
5678,1
5679,0
5681,1
5682,0
5691,1
5696,1
5697,1
5700,0
5701,0
5702,1
5708,0
5709,1
5718,0
5723,0
5725,0
5728,1
5731,0
5735,0
5737,0
5738,1
5742,1
5747,1
5749,0
5750,0
5755,0
5756,0
5761,0
5762,0
5767,1
5768,1
5770,1
5773,1
5774,1
5779,0
5782,0
5785,1
5786,0
5787,1
5788,1
5796,0
5802,1
5806,1
5809,1
5810,0
5811,1
5813,1
5820,1
5823,1
5830,1
5831,1
5838,1
5839,0
5844,0
5846,0
5851,0
5852,0
5857,0
5859,0
5860,0
5862,0
5865,1
5866,0
5871,0
5872,0
5877,0
5878,0
5879,0
5880,0
5895,0
5897,1
5910,1
5914,0
5915,1
5917,0
5924,1
5926,0
5931,1
5936,0
5940,0
5941,0
5945,0
5946,0
5948,1
5951,1
5967,0
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,1
5986,1
5993,1
5994,1
6005,1
6006,1
6008,1
6010,1
6011,0
6014,1
6016,1
6018,0
6021,1
6025,1
6028,1
6029,1
6035,1
6040,0
6042,0
6044,0
6046,0
6052,0
6054,0
6062,0
6063,0
6067,0
6068,0
6077,1
6079,0
6080,0
6081,0
6082,0
6089,1
6095,0
6101,1
6107,1
6114,1
6117,1
6121,1
6122,1
6124,1
6129,1
6131,1
6136,1
6139,0
6142,1
6143,1
6144,1
6149,1
6155,1
6157,0
6158,1
6161,0
6168,0
6172,0
6176,0
6177,1
6179,1
6180,0
6182,1
6186,0
6189,0
6190,0
6194,1
6204,0
6205,0
6209,1
6210,0
6212,1
6214,0
6221,0
6225,0
6228,1
6229,0
6231,0
6235,1
6236,0
6237,1
6238,1
6239,0
6242,0
6249,0
6250,0
6251,1
6252,1
6260,1
6264,0
6266,0
6270,0
6275,0
6279,1
6280,0
6284,1
6285,0
6286,0
6287,1
6288,0
6289,1
6290,0
6291,0
6295,0
6298,1
6307,1
6308,1
6309,1
6313,0
6316,0
6319,0
6321,0
6324,0
6327,0
6333,1
6351,0
6352,1
6353,1
6357,1
6359,0
6360,0
6364,1
6367,0
6368,0
6377,1
6378,1
6379,1
6381,1
6390,0
6401,1
6408,1
6409,0
6411,1
6419,0
6424,0
6426,0
6428,1
6431,0
6432,0
6433,0
6435,0
6437,0
6439,1
6442,0
6444,0
6447,0
6456,1
6457,1
6460,1
6468,0
6471,1
6475,0
6476,0
6479,0
6483,0
6487,1
6488,1
6489,0
6496,0
6498,1
6502,0
6503,0
6507,1
6508,1
6509,0
6517,0
6521,1
6522,0
6524,0
6526,0
6531,1
6533,0
6538,1
6539,0
6544,0
6557,1
6558,1
6562,1
6563,1
6564,1
6574,1
6578,1
6581,1
6584,0
6587,1
6589,0
6590,1
6592,1
6595,1
6599,1
6600,0
6606,1
6609,1
6612,1
6615,1
6618,0
6620,1
6623,1
6633,1
6639,0
6640,1
6641,1
6645,0
6650,1
6651,1
6652,1
6657,1
6659,1
6666,1
6671,1
6673,1
6674,1
6677,1
6680,1
6684,1
6685,1
6691,1
6692,1
6696,1
6698,1
6704,0
6705,0
6710,0
6713,0
6715,0
6717,0
6718,0
6720,0
6728,0
6732,0
6733,1
6739,1
6740,0
6741,0
6743,0
6747,0
6750,1
6752,0
6753,0
6755,1
6761,0
6763,0
6768,1
6770,0
6771,0
6777,0
6778,0
6780,0
6782,1
6786,1
6791,0
6797,0
6798,0
6803,0
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,1
6836,1
6838,0
6840,0
6842,1
6846,0
6851,1
6853,0
6856,0
6859,0
6865,0
6866,1
6868,0
6869,0
6871,0
6873,0
6886,0
6887,1
6888,0
6889,1
6891,0
6894,0
6895,1
6899,0
6901,1
6902,1
6904,0
6906,1
6922,1
6923,1
6924,0
6927,0
6934,1
6938,1
6941,0
6942,0
6944,1
6947,0
6952,0
6957,1
6958,1
6964,0
6968,0
6969,1
6976,0
6982,1
6986,0
6987,0
6989,1
6991,0
6993,1
6995,0
6997,0
7000,0
7003,0
7004,0
7007,0
7011,0
7014,0
7016,1
7017,0
7020,0
7022,0
7028,0
7033,1
7034,1
7035,1
7038,0
7040,0
7041,1
7042,1
7045,0
7049,0
7055,0
7057,1
7062,0
7064,1
7066,0
7067,1
7072,0
7079,0
7082,0
7083,0
7084,0
7085,0
7087,0
7090,0
7094,1
7096,0
7099,1
7100,1
7101,1
7102,1
7103,0
7107,1
7110,0
7113,1
7117,0
7119,0
7123,1
7127,1
7133,0
7139,1
7143,1
7145,0
7151,1
7152,0
7153,1
7156,1
7162,0
7170,0
7172,0
7177,1
7181,0
7182,1
7189,0
7190,0
7200,0
7207,1
7209,0
7212,1
7216,0
7217,1
7219,1
7220,0
7222,0
7225,0
7233,0
7237,0
7238,0
7239,0
7240,1
7243,0
7245,1
7246,0
7249,1
7257,0
7258,0
7259,1
7262,1
7263,0
7269,0
7271,0
7273,0
7276,1
7279,1
7282,0
7284,1
7293,0
7298,1
7303,1
7304,1
7305,1
7308,0
7313,1
7314,1
7321,0
7322,0
7327,1
7333,0
7336,0
7339,0
7341,1
7346,1
7347,0
7349,0
7351,0
7353,0
7363,1
7364,1
7368,1
7370,1
7375,1
7376,1
7379,1
7382,0
7384,1
7385,1
7387,1
7388,1
7389,1
7394,1
7396,0
7398,0
7399,1
7401,1
7404,0
7406,0
7409,0
7411,0
7417,0
7420,0
7422,0
7423,0
7427,0
7429,0
7432,0
7435,1
7436,1
7440,1
7441,0
7445,0
7448,0
7449,1
7450,0
7454,0
7455,0
7460,0
7462,1
7464,0
7466,0
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,1
7487,0
7489,1
7492,1
7495,0
7499,0
7500,0
7506,0
7508,1
7509,0
7511,0
7516,0
7524,0
7538,0
7539,0
7541,0
7546,1
7549,1
7562,1
7564,0
7567,1
7572,1
7574,1
7575,1
7586,1
7592,0
7596,1
7597,1
7599,1
7606,1
7615,1
7618,1
7620,1
7624,1
7625,1
7629,1
7632,1
7636,1
7637,1
7646,0
7655,0
7658,1
7660,1
7664,1
7665,1
7666,1
7667,0
7673,1
7676,0
7682,0
7684,1
7690,1
7697,1
7700,1
7704,0
7705,1
7706,1
7708,1
7709,1
7710,0
7713,0
7716,1
7726,1
7729,0
7730,0
7732,1
7734,0
7740,1
7741,0
7745,1
7757,1
7762,1
7770,0
7776,1
7777,0
7778,0
7779,0
7782,0
7786,0
7791,0
7792,1
7794,1
7795,1
7796,1
7798,1
7805,1
7806,0
7808,1
7811,1
7814,1
7819,1
7820,1
7825,1
7829,1
7834,1
7836,1
7838,1
7841,1
7845,1
7846,0
7853,0
7856,0
7858,0
7859,1
7866,0
7875,1
7879,0
7884,0
7886,1
7890,1
7892,0
7896,0
7899,1
7900,0
7901,1
7904,0
7911,1
7917,0
7919,0
7920,1
7921,1
7922,0
7925,1
7927,0
7928,1
7931,0
7942,0
7946,1
7947,0
7948,0
7951,0
7956,0
7961,0
7964,1
7966,0
7967,1
7974,1
7975,1
7979,1
7985,1
7986,0
7993,1
7995,0
7997,0
7998,1
8004,1
8007,1
8011,1
8014,1
8022,0
8027,1
8033,1
8041,1
8042,1
8046,1
8048,0
8050,1
8051,0
8052,0
8053,1
8054,0
8059,1
8063,0
8072,1
8075,1
8076,0
8077,0
8078,1
8080,0
8082,1
8086,0
8090,1
8092,0
8093,0
8099,0
8104,0
8107,0
8108,1
8114,0
8115,1
8117,0
8123,1
8124,1
8127,1
8132,1
8134,0
8139,1
8145,1
8148,1
8151,1
8152,1
8153,0
8157,0
8160,1
8166,0
8167,1
8173,0
8174,1
8178,0
8179,0
8185,0
8186,1
8192,1
8193,0
8194,0
8197,0
8198,1
8199,0
8200,1
8206,1
8207,1
8220,1
8222,1
8227,0
8228,1
8229,0
8230,0
8233,0
8248,0
8249,0
8255,1
8260,0
8263,1
8265,1
8268,0
8269,1
8272,1
8273,1
8275,1
8277,0
8281,0
8282,0
8290,1
8293,0
8299,0
8302,0
8303,0
8305,0
8306,0
8307,0
8308,0
8313,0
8316,0
8319,0
8322,0
8323,1
8325,0
8326,0
8327,0
8328,1
8331,0
8333,0
8336,0
8338,0
8340,0
8342,0
8343,0
8353,1
8354,1
8357,1
8358,1
8359,0
8373,0
8376,0
8379,1
8380,1
8381,0
8384,0
8395,1
8398,1
8403,0
8407,1
8413,1
8417,1
8420,1
8421,1
8424,1
8426,1
8427,1
8438,1
8439,1
8442,0
8449,0
8456,1
8460,1
8462,1
8465,1
8466,1
8467,0
8469,1
8470,1
8474,1
8479,0
8481,1
8482,1
8485,0
8488,1
8492,1
8493,0
8495,0
8499,0
8501,1
8519,0
8521,0
8525,0
8527,1
8529,1
8532,1
8534,0
8535,1
8537,0
8544,1
8548,0
8549,1
8552,1
8554,1
8563,1
8564,1
8565,1
8566,0
8568,1
8569,1
8573,1
8583,1
8588,1
8590,1
8592,0
8593,0
8594,0
8597,0
8600,0
8601,1
8602,0
8603,0
8604,0
8605,0
8611,0
8614,0
8616,0
8617,0
8619,0
8626,0
8629,0
8630,0
8632,0
8634,0
8641,0
8645,1
8649,0
8652,0
8666,0
8671,0
8672,1
8675,0
8678,1
8679,0
8682,0
8687,1
8701,0
8703,0
8707,1
8713,1
8716,0
8719,0
8725,1
8730,0
8731,0
8748,0
8749,1
8756,0
8764,0
8765,1
8769,1
8771,1
8772,0
8773,0
8779,0
8792,0
8794,1
8796,0
8798,0
8803,1
8807,1
8809,0
8811,0
8813,0
8814,0
8818,1
8819,0
8820,0
8821,0
8822,1
8824,0
8826,0
8827,0
8828,1
8833,1
8834,0
8845,1
8847,1
8849,1
8861,0
8867,0
8868,1
8870,1
8873,1
8874,1
8876,0
8877,1
8879,1
8882,1
8884,1
8889,1
8891,1
8894,1
8895,0
8897,1
8898,1
8901,0
8904,0
8909,0
8910,1
8911,1
8915,0
8917,0
8918,0
8919,1
8922,1
8925,1
8928,0
8929,1
8930,1
8932,0
8937,1
8940,1
8943,0
8950,1
8951,0
8954,0
8958,1
8960,0
8964,1
8975,1
8977,1
8981,1
8982,0
8984,1
8988,0
8990,1
8991,0
8995,0
8997,0
9003,0
9004,0
9010,0
9011,0
9013,0
9014,0
9015,0
9017,0
9019,0
9021,0
9024,0
9032,0
9035,0
9036,0
9037,0
9043,0
9046,0
9048,0
9049,0
9050,0
9056,1
9063,0
9065,0
9066,0
9068,0
9069,0
9070,0
9073,0
9076,0
9091,1
9092,1
9104,1
9105,1
9108,1
9111,1
9115,1
9117,1
9122,1
9125,1
9127,1
9129,0
9133,1
9136,1
9138,0
9140,1
9147,1
9150,0
9152,1
9153,1
9155,0
9158,1
9160,1
9163,1
9165,1
9167,0
9168,1
9170,1
9176,1
9178,1
9184,1
9186,0
9188,1
9189,1
9190,1
9196,0
9198,1
9199,0
9200,1
9201,1
9202,1
9204,1
9205,0
9213,1
9214,0
9224,0
9227,0
9228,0
9229,1
9234,0
9236,1
9241,1
9243,0
9245,0
9256,0
9258,1
9261,1
9274,1
9279,1
9282,0
9284,0
9285,0
9291,0
9295,1
9299,0
9302,1
9304,0
9305,0
9306,0
9310,1
9312,0
9316,1
9318,0
9323,0
9326,0
9327,0
9328,0
9331,1
9335,0
9336,0
9340,1
9349,0
9352,0
9353,1
9354,0
9356,0
9357,0
9358,0
9359,1
9364,0
9366,0
9369,1
9370,0
9379,0
9381,0
9383,0
9389,0
9390,0
9392,0
9394,1
9398,0
9399,0
9400,0
9407,0
9409,1
9412,1
9413,0
9415,1
9419,1
9423,1
9424,1
9426,0
9427,1
9428,1
9429,0
9433,1
9437,1
9440,1
9442,1
9443,0
9444,0
9447,1
9459,1
9461,0
9462,0
9464,1
9473,0
9475,1
9476,1
